Beam_Type,beam_width,beam_height,beam_length,flange_width,flange_height,web_thickness,concrete_compressive_strength,concrete_modulus_of_elasticity,yield_strength_of_reinforcement,prestressing_strength,steel_modulus_of_elasticity,area_of_steel_reinforcement,area_of_prime_reinforcement,area_of_prestressing_reinforcement,number_of_strands,axial_load,bond_condition,Cracking Load,Ultimate Moment,Ultimate Load,Axial Displacement
Rectangular PC,544,432,3102,544,0,327,44,31176.27303,480,1637,200000,3537,28,105,9,0.1203195,U,78.56688256,739.4767701,573.4642352,16.97201275
Rectangular PC,423,733,8830,423,0,376,42,30459.48128,499,1789,200000,1450,501,991,2,1.2410293,B,171.8382145,215.194467,475.041786,21.20424599
Prestressed T-Beam,517,640,8831,517,0,353,43,30819.96106,497,1858,200000,4247,157,968,6,1.2589808,B,162.0061527,508.2925931,1122.182972,5.097650434
Rectangular PC,596,613,3041,596,0,255,44,31176.27303,458,1755,200000,3174,540,917,2,1.1265345,U,173.3166702,1009.39472,767.3923357,10.07320812
Prestressed T-Beam,564,890,5994,564,0,369,31,26168.49251,494,1611,200000,1202,763,607,2,0.6845139,B,290.1928808,323.947304,485.435035,9.970718916
Rectangular PC,536,511,6218,563,0,197,49,32900,433,1846,200000,1789,474,980,5,1.266356,U,114.3013657,219.833679,341.731454,15.23766958
Prestressed T-Beam,428,819,9209,618,0,334,38,28972.74581,436,1771,200000,4466,206,351,5,0.4351347,B,206.4667685,588.7196795,1355.379882,17.34016634
Rectangular PC,589,458,5990,1466,0,158,25,23500,433,1614,200000,1438,483,497,1,0.5615106,B,72.07141433,158.2627118,236.998411,15.8541079
Rectangular RC,276,567,7288,276,0,307,49,32900,444,1694,200000,2190,347,624,8,0.7399392,B,72.4636206,252.0059119,459.1547715,9.882358027
Prestressed T-Beam,387,960,6369,387,0,295,43,30819.96106,400,1844,200000,1801,463,723,8,0.9332484,U,272.8565908,399.0692058,635.417943,22.41634049
Rectangular PC,545,1161,4061,545,254,322,20,21019.03899,452,1861,200000,3167,969,973,1,1.2675271,U,383.2857995,1454.040551,1476.214669,20.48667152
Rectangular RC,469,902,5549,469,272,365,34,27405.47391,461,1663,200000,3003,801,355,6,0.4132555,B,259.5805606,796.7811082,1105.334592,17.71583381
Rectangular PC,294,1047,4676,792,0,259,48,32562.55518,414,1808,200000,4045,446,985,9,1.246616,U,260.5002246,1324.656437,1548.523375,12.4410473
Rectangular PC,509,773,6689,509,0,232,41,30094.68392,494,1814,200000,3752,907,170,5,0.215866,U,227.2037464,740.6810305,1238.603853,11.56185814
Rectangular RC,331,1100,9807,331,272,227,38,28972.74581,450,1634,200000,2430,920,504,7,0.5764752,B,288.0394361,444.3846131,1089.519975,19.83853002
Prestressed T-Beam,238,709,9495,238,0,215,33,26999.44444,413,1610,200000,1778,135,836,6,0.942172,U,80.1813173,186.0734264,441.6917959,7.460879804
Rectangular RC,271,773,6997,271,0,288,43,30819.96106,497,1878,200000,3920,628,494,1,0.6494124,U,123.8823103,692.9288047,1212.105712,5.676966174
Rectangular RC,480,655,3325,480,0,239,44,31176.27303,458,1680,200000,856,767,105,3,0.12348,B,159.3664745,279.0111452,231.9280144,24.35836643
Rectangular PC,532,979,4120,899,0,221,32,26587.21497,451,1669,200000,622,375,519,7,0.6063477,U,336.5106354,249.6937327,257.1845446,23.98769423
Prestressed T-Beam,359,492,3107,359,0,344,49,32900,400,1764,200000,813,629,686,8,0.8470728,B,70.9691304,179.4515585,139.388998,23.85563091
Rectangular PC,386,998,5678,1408,0,164,48,32562.55518,498,1662,200000,2818,496,666,7,0.7748244,U,310.7533331,890.7039763,1264.354294,15.95067827
Rectangular RC,390,570,9294,986,267,258,24,23025.20358,474,1679,200000,3249,351,133,1,0.1563149,U,72.42136879,278.8524537,647.9136762,6.934969705
Rectangular PC,319,413,8193,319,0,189,21,21538.10577,416,1628,200000,2604,87,577,3,0.6575492,U,29.09023458,140.3518874,287.4757534,15.00380694
Rectangular PC,419,1196,3334,419,0,290,34,27405.47391,455,1769,200000,1139,388,812,2,1.0054996,U,407.7205773,697.6883483,581.5232383,12.20117025
Rectangular PC,252,822,9038,1418,293,357,35,27805.57498,404,1755,200000,3650,146,938,4,1.152333,B,117.5235733,438.010038,989.6836809,16.58343771
Rectangular RC,421,354,5039,558,119,235,26,23965.39171,416,1705,200000,4077,74,904,3,1.078924,B,31.38499642,283.2069383,356.7699405,22.99374094
Rectangular RC,330,1069,3803,330,0,182,47,32221.57662,417,1873,200000,1940,80,660,9,0.865326,B,301.6234262,838.819272,797.5074228,14.34238493
Rectangular PC,436,364,4848,436,0,275,41,30094.68392,488,1840,200000,1057,155,192,6,0.247296,U,43.15468735,125.3476879,151.9213977,21.34421732
Prestressed T-Beam,445,983,3766,810,0,279,25,23500,454,1828,200000,4593,279,440,6,0.563024,U,250.8325196,1816.66515,1710.390239,14.80638604
Prestressed T-Beam,425,571,8373,425,146,258,47,32221.57662,498,1752,200000,1365,165,883,6,1.0829112,B,110.8298805,161.8788648,338.8529337,24.02982911
Rectangular RC,407,801,8504,407,181,370,36,28200,446,1777,200000,584,203,253,9,0.3147067,U,182.7921249,90.42035032,192.2336648,14.43487246
Rectangular RC,295,961,6527,980,0,259,20,21019.03899,479,1618,200000,1018,798,216,9,0.2446416,U,142.1446697,256.9622704,419.2981847,19.22474586
Rectangular RC,399,661,5306,1071,0,311,25,23500,448,1640,200000,3039,966,322,9,0.369656,B,101.6933628,542.1385543,719.1467922,14.14822788
Prestressed T-Beam,446,445,5829,1251,0,165,25,23500,422,1860,200000,3856,559,406,4,0.528612,U,51.51950417,342.4226405,498.9953929,13.05907181
Prestressed T-Beam,271,508,4488,271,0,163,23,22540.40816,420,1861,200000,3393,898,604,6,0.7868308,U,39.12978152,407.71817,457.4597868,19.9731543
Prestressed T-Beam,517,585,7129,517,0,380,27,24421.91639,428,1829,200000,4945,203,686,9,0.8782858,B,107.2583093,526.4423828,938.2519368,19.90174513
Rectangular RC,384,309,6566,384,214,395,48,32562.55518,459,1674,200000,3882,473,451,6,0.5284818,U,29.63572741,216.7022915,355.7168115,9.344951447
Prestressed T-Beam,205,1038,5373,205,0,195,28,24870.06232,445,1788,200000,1903,743,957,8,1.1977812,U,136.3560379,566.5843647,761.0644478,13.18631849
Rectangular RC,405,485,3836,552,198,199,41,30094.68392,499,1711,200000,3143,770,418,8,0.5006386,B,71.16676397,616.4520471,591.1775132,5.171517287
Rectangular PC,231,873,6309,231,202,262,29,25310.27459,409,1833,200000,1026,942,159,5,0.2040129,U,110.6079278,208.493961,328.8471,5.368577049
Rectangular PC,298,896,9834,298,0,282,43,30819.96106,483,1775,200000,4262,372,776,3,0.96418,U,183.026216,627.1519776,1541.853137,7.898466701
Rectangular PC,593,763,9120,593,239,192,27,24421.91639,452,1647,200000,4256,165,759,6,0.8750511,B,209.2822718,539.8407383,1230.836883,20.25775684
Rectangular PC,586,433,8735,586,237,295,21,21538.10577,406,1776,200000,4393,796,816,5,1.0144512,U,58.73944594,241.1384272,526.5860404,6.507547527
Prestressed T-Beam,455,1134,6612,517,0,197,39,29351.49059,429,1815,200000,4745,231,517,3,0.6568485,U,426.301243,1248.727305,2064.146235,23.8120357
Prestressed T-Beam,386,1108,7834,504,0,341,36,28200,492,1831,200000,1763,107,799,6,1.0240783,U,331.7148128,451.2062578,883.6874558,8.871063212
Rectangular RC,275,470,8585,275,0,303,20,21019.03899,454,1648,200000,4787,812,964,4,1.1120704,U,31.69495921,187.3939415,402.1942469,22.72829037
Prestressed T-Beam,376,512,5791,376,166,351,33,26999.44444,464,1697,200000,1327,916,413,6,0.4906027,B,66.05892872,183.0107034,264.9537459,24.00900148
Rectangular RC,514,829,8423,514,113,347,41,30094.68392,420,1899,200000,783,432,782,7,1.0395126,U,263.8826873,119.8342854,252.3410465,13.54809713
Prestressed T-Beam,486,1125,8981,486,0,291,42,30459.48128,406,1884,200000,4488,944,295,1,0.389046,B,465.0640282,827.770544,1858.551814,15.45449064
Rectangular PC,548,801,9990,1387,0,343,24,23025.20358,443,1881,200000,3902,220,665,6,0.8756055,U,200.9546228,464.5466049,1160.205146,11.41385675
Prestressed T-Beam,454,871,7212,454,0,338,43,30819.96106,467,1810,200000,4829,506,555,8,0.703185,B,263.4954864,938.7651458,1692.593558,22.99107615
Prestressed T-Beam,524,899,6983,524,0,368,28,24870.06232,414,1726,200000,832,245,213,3,0.2573466,U,261.4426734,164.295286,286.8184955,15.19887216
Rectangular RC,389,326,6768,389,0,350,39,29351.49059,497,1895,200000,4638,988,543,2,0.7202895,B,30.12061913,250.8393553,424.4201892,24.6311089
Rectangular RC,507,367,4504,507,0,354,36,28200,401,1701,200000,1934,749,878,7,1.0454346,U,47.8011261,199.3974174,224.521492,24.37889239
Rectangular PC,544,1089,9793,544,0,170,25,23500,402,1618,200000,1290,729,293,4,0.3318518,U,376.332264,214.796878,525.8764565,24.04325884
Prestressed T-Beam,326,707,5450,326,125,204,20,21019.03899,447,1809,200000,2644,847,121,7,0.1532223,U,85.01943512,475.2381934,647.5120386,12.12519628
Prestressed T-Beam,486,851,6044,486,146,265,37,28588.98389,467,1741,200000,4968,842,103,9,0.1255261,B,249.7715915,1109.52,1676.48472,6.64719753
Prestressed T-Beam,453,408,5033,453,0,257,47,32221.57662,446,1890,200000,2782,357,141,8,0.186543,U,60.31346048,316.7575407,398.5601756,18.38210046
Rectangular PC,412,373,4699,1274,0,151,30,25742.9602,442,1746,200000,3991,537,572,2,0.6990984,U,36.62876675,355.2023671,417.2739807,22.46779951
Rectangular PC,449,877,9019,449,229,280,23,22540.40816,499,1688,200000,2644,541,663,6,0.7834008,B,193.2218497,438.4775054,988.6571554,12.09116031
Rectangular PC,283,979,8706,283,268,162,39,29351.49059,426,1839,200000,3865,745,655,3,0.8431815,B,197.6200079,634.5001114,1380.989493,24.25445214
Rectangular PC,582,561,5280,582,0,170,25,23500,403,1836,200000,4586,614,353,2,0.4536756,U,106.8477795,607.3462543,801.6970556,23.21497353
Prestressed T-Beam,587,667,4307,587,264,310,27,24421.91639,435,1739,200000,4355,854,981,3,1.1941713,U,158.3136788,957.4406477,1030.924217,17.5927013
Rectangular PC,212,1085,5527,212,0,297,38,28972.74581,482,1695,200000,3486,123,687,7,0.8151255,U,179.4873829,1106.359005,1528.711555,7.334138143
Rectangular PC,244,1148,6838,628,0,274,34,27405.47391,497,1781,200000,2799,968,964,6,1.2018188,U,218.755938,811.1954089,1386.738551,22.85194958
Rectangular RC,326,1169,3975,1455,107,377,41,30094.68392,479,1825,200000,4636,283,515,9,0.6579125,B,332.80155,2276.553616,2262.325156,7.456182249
Rectangular RC,313,536,5056,313,0,295,38,28972.74581,451,1792,200000,1823,149,169,3,0.2119936,B,64.67143608,288.0455936,364.0896303,15.45984395
Rectangular PC,475,1026,7810,475,0,366,21,21538.10577,444,1737,200000,4596,383,206,3,0.2504754,B,267.3281963,891.6690253,1740.983772,5.384677063
Rectangular PC,404,665,9021,998,0,386,48,32562.55518,450,1882,200000,2640,923,356,8,0.4689944,B,144.4082696,303.6640772,684.83841,8.091594328
Rectangular RC,536,585,5426,775,0,187,47,32221.57662,485,1675,200000,780,459,585,3,0.6859125,U,146.7142306,146.0398812,198.1030988,16.27463967
Rectangular RC,584,677,6674,584,299,174,23,22540.40816,431,1844,200000,4089,703,715,4,0.922922,U,149.7617451,578.1086768,964.5743273,5.030210621
Prestressed T-Beam,598,960,5428,1331,0,315,23,22540.40816,401,1747,200000,3005,978,329,8,0.4023341,B,308.3573876,760.0890724,1031.440871,8.027644261
Rectangular RC,472,1129,7939,472,281,292,31,26168.49251,416,1744,200000,1345,747,631,3,0.7703248,U,390.8026672,297.134422,589.737544,9.413834808
Prestressed T-Beam,257,675,6733,257,179,391,37,28588.98389,422,1715,200000,906,402,847,7,1.0168235,B,83.09756936,136.0219708,228.9589824,5.855046031
Rectangular PC,527,918,3359,527,0,358,31,26168.49251,443,1609,200000,1798,686,213,5,0.2399019,B,288.4852508,793.7352924,666.5392118,16.59347048
Prestressed T-Beam,418,952,5223,857,0,387,46,31876.95092,445,1720,200000,986,83,424,9,0.510496,U,299.7615212,297.747614,388.783947,20.27834972
Rectangular PC,308,375,3484,308,215,377,38,28972.74581,411,1747,200000,1305,613,648,1,0.7924392,B,31.14955451,181.9931661,158.5160476,5.750804692
Rectangular PC,478,308,4428,478,274,306,44,31176.27303,453,1826,200000,1926,686,459,4,0.5866938,U,35.0915424,182.1390624,201.627942,13.32516227
Rectangular PC,373,495,5080,373,0,246,45,31528.55848,412,1818,200000,3678,851,278,3,0.3537828,B,71.52737321,464.6170532,590.0636575,15.85457847
Rectangular RC,527,1106,8584,527,0,341,44,31176.27303,473,1678,200000,3956,47,101,9,0.1186346,B,498.8775917,877.2013659,1882.474131,15.44665847
Rectangular RC,463,1091,3695,463,0,181,47,32221.57662,467,1739,200000,2777,513,689,7,0.8387197,B,440.7843949,1408.741659,1301.325107,14.69829043
Prestressed T-Beam,514,1192,9300,514,133,349,34,27405.47391,470,1623,200000,3776,790,500,5,0.56805,U,496.8232117,824.2056324,1916.278095,6.911150886
Rectangular PC,310,929,7660,1164,0,192,29,25310.27459,465,1827,200000,1900,465,661,1,0.8453529,B,168.0888517,377.7092462,723.3132064,9.976500228
Prestressed T-Beam,386,589,8927,386,0,162,26,23965.39171,414,1888,200000,2725,340,821,8,1.0850336,B,79.66202792,237.7752889,530.6550011,23.55493272
Rectangular RC,468,360,3201,1069,0,358,21,21538.10577,499,1699,200000,4693,990,244,1,0.2901892,B,32.42703883,489.682227,391.8682022,8.663861547
Rectangular RC,428,688,6857,428,0,362,32,26587.21497,461,1688,200000,836,388,715,1,0.844844,U,133.7033917,139.1511605,238.5398769,20.6827846
Prestressed T-Beam,355,1146,4198,355,191,227,35,27805.57498,472,1606,200000,2724,327,514,3,0.5778388,U,321.7943393,1265.060713,1327.681218,7.940101412
Rectangular PC,388,1117,4267,388,239,174,40,29725.41001,423,1770,200000,1236,554,155,1,0.192045,U,357.2028021,512.0131181,546.1899937,19.82877138
Prestressed T-Beam,471,1199,5970,1202,0,198,27,24421.91639,469,1862,200000,3295,718,973,3,1.2682082,U,410.4761659,1113.088748,1661.284957,18.57661938
Rectangular RC,574,862,8565,1364,0,393,20,21019.03899,460,1631,200000,3663,889,898,5,1.0252466,U,222.5298174,569.0661302,1218.512851,24.84411086
Rectangular RC,201,863,3073,201,0,237,36,28200,470,1812,200000,750,100,903,2,1.1453652,U,104.7889983,358.7375221,275.6001013,8.07471611
Rectangular PC,445,933,3095,445,202,269,46,31876.95092,479,1658,200000,2763,653,886,5,1.0282916,U,306.5130742,1441.017081,1114.986967,10.5196073
Rectangular PC,409,978,8992,409,163,374,34,27405.47391,480,1629,200000,2979,539,416,6,0.4743648,B,266.1259751,550.2222767,1236.899678,21.85349961
Rectangular PC,485,307,7268,485,0,285,46,31876.95092,493,1859,200000,4419,585,515,5,0.6701695,U,36.16964073,236.2719364,429.3061085,16.1411566
Rectangular PC,558,668,9018,558,0,305,41,30094.68392,471,1633,200000,4288,5,436,8,0.4983916,B,186.0055239,504.8637594,1138.215346,11.59096888
Rectangular RC,212,344,6477,1465,0,360,42,30459.48128,402,1736,200000,1037,749,443,6,0.5383336,B,18.9681153,67.95607921,110.0378813,8.009800618
Rectangular RC,295,643,5202,295,199,275,33,26999.44444,488,1821,200000,3706,766,336,4,0.4282992,B,81.74246338,669.2041467,870.2999928,16.15041888
Rectangular PC,420,1056,9432,420,166,160,26,23965.39171,428,1714,200000,2599,531,587,2,0.7042826,B,278.618911,445.1276276,1049.610946,14.65240516
Rectangular RC,437,1095,3257,505,0,332,49,32900,420,1782,200000,574,579,743,8,0.9268182,B,427.9120387,306.6985578,249.7293007,9.928418854
Rectangular RC,293,674,6658,972,0,159,38,28972.74581,453,1846,200000,1351,877,424,9,0.5478928,U,95.72513806,216.6245923,360.5716339,17.57534981
Rectangular PC,537,918,9317,537,236,208,29,25310.27459,405,1628,200000,3756,962,599,8,0.6826204,U,284.3187078,527.7130145,1229.175539,18.65258262
Prestressed T-Beam,468,326,7425,817,100,214,39,29351.49059,486,1778,200000,551,542,984,9,1.2246864,B,36.23766004,38.21057707,70.92838368,16.08523985
Prestressed T-Beam,370,492,8350,370,0,282,44,31176.27303,410,1877,200000,2224,177,914,1,1.2009046,U,69.31146166,177.586264,370.7113261,18.31574
Rectangular RC,293,1148,5806,293,146,229,30,25742.9602,469,1875,200000,1585,467,610,5,0.800625,U,246.7509387,535.5676189,777.3763988,10.11135163
Rectangular PC,348,656,7256,348,0,361,45,31528.55848,426,1892,200000,3273,42,734,3,0.9721096,U,117.2033349,423.6130194,768.4340172,23.09142201
Rectangular PC,311,361,3185,833,0,297,48,32562.55518,490,1727,200000,1482,856,599,4,0.7241311,B,32.75987237,255.2551209,203.24689,6.059748617
Rectangular PC,254,361,3142,254,0,241,39,29351.49059,476,1832,200000,2879,600,140,5,0.179536,U,24.11721825,396.2448701,311.2503454,8.407824576
Rectangular PC,536,721,6353,536,0,282,40,29725.41001,459,1672,200000,2706,907,484,1,0.5664736,B,205.5947897,496.1354299,787.9870965,9.45011423
Rectangular RC,315,1093,3639,315,0,261,41,30094.68392,472,1813,200000,4882,559,701,2,0.8896391,B,281.1186093,2369.644201,2155.783812,24.06711237
Prestressed T-Beam,342,932,6749,342,283,344,42,30459.48128,471,1807,200000,1501,723,525,8,0.6640725,U,224.6101436,356.3863274,601.3128308,10.73474802
Rectangular PC,400,1091,5074,1497,246,307,24,23025.20358,426,1661,200000,3562,744,806,6,0.9371362,U,272.1209027,1131.056683,1434.745403,23.63686707
Prestressed T-Beam,379,850,6968,892,0,236,26,23965.39171,431,1851,200000,2860,116,634,9,0.8214738,U,162.8960394,512.2517934,892.3426241,14.53707752
Rectangular PC,401,679,3201,517,0,311,31,26168.49251,492,1643,200000,526,795,368,2,0.4232368,B,120.0913032,198.6429359,158.9640095,19.35919472
Rectangular PC,563,576,6092,1026,0,262,21,21538.10577,432,1878,200000,4482,478,825,6,1.084545,B,99.86419343,543.0658708,827.0893212,10.55695677
Prestressed T-Beam,252,905,8710,252,0,267,26,23965.39171,404,1610,200000,2001,632,834,9,0.939918,U,122.780999,289.5485543,630.491977,19.06485105
Prestressed T-Beam,583,730,9813,583,148,241,40,29725.41001,408,1781,200000,3386,712,416,1,0.5186272,B,229.2403486,361.8941959,887.8169361,22.40712379
Rectangular RC,379,414,6165,379,298,150,45,31528.55848,412,1782,200000,1889,248,427,8,0.5326398,B,50.83852465,168.98813,260.4529554,16.54458895
Rectangular PC,512,987,6079,512,0,261,24,23025.20358,496,1660,200000,2885,712,513,4,0.596106,U,285.0733877,815.4037345,1239.209826,23.2566382
Prestressed T-Beam,507,420,7567,507,0,304,46,31876.95092,493,1779,200000,4563,38,273,5,0.3399669,U,70.76723798,369.5387398,699.074911,12.7776652
Rectangular RC,336,824,9402,336,0,268,41,30094.68392,488,1722,200000,1599,392,185,5,0.222999,B,170.4246531,245.0590244,576.0112367,17.40425786
Rectangular PC,381,1198,5102,381,147,269,31,26168.49251,405,1621,200000,4670,160,398,4,0.4516106,U,355.1945131,1558.904148,1988.38224,10.56891946
Rectangular RC,566,715,3910,1002,0,340,44,31176.27303,473,1602,200000,4854,739,114,3,0.1278396,U,223.9245152,1428.697392,1396.5517,7.969121959
Rectangular PC,200,462,4571,200,0,183,23,22540.40816,435,1838,200000,4952,229,641,3,0.8247106,U,23.88496749,252.664156,288.7319642,8.24441427
Prestressed T-Beam,243,1086,8125,243,296,244,40,29725.41001,449,1803,200000,2038,981,543,5,0.6853203,B,211.4670512,440.6363072,895.0424991,13.88070848
Rectangular RC,426,987,6448,426,0,181,40,29725.41001,460,1845,200000,3987,170,212,1,0.273798,B,306.2109309,991.1763917,1597.776343,23.74586284
Rectangular PC,530,636,9697,530,0,265,49,32900,447,1785,200000,3625,768,738,4,0.922131,U,175.079352,365.4809256,886.0171339,10.9436903
Rectangular RC,297,678,8169,808,0,348,38,28972.74581,482,1770,200000,1945,717,124,9,0.153636,U,98.18709816,264.7039685,540.5916796,6.871891508
Rectangular PC,407,623,5159,1397,0,384,22,22044.95407,410,1660,200000,4011,336,920,2,1.06904,B,86.44276154,589.6691994,760.5258499,13.93052083
Rectangular PC,464,472,9289,464,0,379,47,32221.57662,416,1652,200000,2076,599,613,1,0.7088732,B,82.67947236,147.3438657,342.169292,7.845567304
Rectangular PC,487,1086,7325,487,0,375,36,28200,401,1760,200000,4143,752,164,9,0.202048,U,402.0560964,887.0400993,1624.392182,9.203021999
Rectangular PC,470,363,8842,470,0,323,49,32900,406,1823,200000,1454,456,951,7,1.2135711,U,50.5773345,78.89374259,174.394618,23.23229226
Rectangular RC,339,400,5544,339,0,345,23,22540.40816,456,1624,200000,682,393,271,5,0.3080728,B,30.34802188,72.70786133,100.7730958,17.85404786
Rectangular PC,436,621,4329,877,0,360,28,24870.06232,430,1721,200000,2806,145,253,8,0.3047891,U,103.7995558,568.9925278,615.7921632,15.40650226
Rectangular RC,591,365,6613,591,167,334,21,21538.10577,458,1785,200000,4579,264,491,8,0.6135045,B,42.09491596,270.3235112,446.9123449,9.493079945
Prestressed T-Beam,271,1142,3460,271,0,171,48,32562.55518,494,1665,200000,769,248,182,5,0.212121,U,285.6728102,470.9361805,407.3597961,6.868684005
Prestressed T-Beam,354,856,3806,611,0,306,29,25310.27459,445,1806,200000,1120,524,258,2,0.3261636,U,162.9658402,405.9181195,386.2310907,23.84541317
